"","gene","ps_de_padj","ps_de_pval","ps_de_lfc","ps_de_meanA","ps_de_meanB","ps_de_q1","ps_de_q2","ps_is_de","ref_de_padj","ref_de_pval","ref_de_lfc","ref_de_meanA","ref_de_meanB","ref_de_q1","ref_de_q2","ref_is_de","ps_mean_L5.ET.1.Chrna6","ps_mean_L5.ET.2","ps_mean_L5.ET.3","ref_mean_L5.ET.1.Chrna6","ref_mean_L5.ET.2.3","ps_present_L5.ET.1.Chrna6","ps_present_L5.ET.2","ps_present_L5.ET.3","ref_present_L5.ET.1.Chrna6","ref_present_L5.ET.2.3"
"1","Cacna1e",0.00154161346135117,1.26361759127145e-05,-0.928889775519833,7.79449998792123,8.72338976344107,1,0.987138263665595,FALSE,1.77630666018207e-24,1.33556891743013e-26,-1.32606789966132,5.46688586736593,6.79295376702726,0.978021978021978,1,TRUE,7.79449998792123,8.44727074232482,8.72338976344107,5.46688586736593,6.79295376702726,1,1,0.987138263665595,0.978021978021978,1
"2","Cacna1g",0.458315638147721,0.00424366331618261,-0.940387770530914,4.07433504939896,5.01472281992987,0.833333333333333,0.932475884244373,FALSE,0.000270617278308586,2.50571553989431e-06,-1.05532576775461,2.0888696078975,3.1441953756521,0.593406593406593,0.80794701986755,TRUE,4.07433504939896,4.88044502443005,5.01472281992987,2.0888696078975,3.1441953756521,0.833333333333333,0.891566265060241,0.932475884244373,0.593406593406593,0.80794701986755
"3","Cacna1h",1.00265324866348e-15,7.53874623055245e-18,-3.27720149172413,1.83492108720277,5.1121225789269,0.428571428571429,0.90032154340836,TRUE,2.99506617075427e-17,2.30389705442636e-19,-2.22120195582242,1.05843724447743,3.27963920029984,0.274725274725275,0.770419426048565,TRUE,1.83492108720277,4.05502406721304,5.1121225789269,1.05843724447743,3.27963920029984,0.428571428571429,0.759036144578313,0.90032154340836,0.274725274725275,0.770419426048565
"4","Kcna1",1,0.168958667190891,-0.58766320019165,4.36773611303006,4.95539931322171,0.785714285714286,0.839228295819936,FALSE,5.39121254840787e-13,4.24504925071486e-15,-1.51868287191829,4.81500089856128,6.33368377047956,0.879120879120879,0.980132450331126,TRUE,4.36773611303006,5.06850514333123,4.95539931322171,4.81500089856128,6.33368377047956,0.785714285714286,0.879518072289157,0.839228295819936,0.879120879120879,0.980132450331126
"5","Kcna4",3.62672186392809e-30,2.64724223644386e-32,3.66141381904328,4.11330967480512,0.451895855761849,0.714285714285714,0.0996784565916399,TRUE,3.78165959379188e-39,2.78063205425873e-41,2.81490065833164,3.44177265071246,0.626871992380817,0.725274725274725,0.172185430463576,TRUE,4.11330967480512,1.35404724113068,0.451895855761849,3.44177265071246,0.626871992380817,0.714285714285714,0.289156626506024,0.0996784565916399,0.725274725274725,0.172185430463576
"6","Kcnb2",3.872719480727e-10,2.9562744127687e-12,1.6611096612702,10.056447139481,8.39533747821081,0.976190476190476,0.987138263665595,TRUE,7.55275292567414e-12,6.04220234053931e-14,1.97509503604553,3.84845151131225,1.87335647526672,0.769230769230769,0.461368653421634,TRUE,10.056447139481,8.06229848825871,8.39533747821081,3.84845151131225,1.87335647526672,0.976190476190476,0.963855421686747,0.987138263665595,0.769230769230769,0.461368653421634
"7","Kcnf1",1,0.616873186135797,-0.21947319076699,5.19696645313701,5.41643964390401,0.857142857142857,0.858520900321543,FALSE,7.27156057466632e-17,5.63686866253203e-19,-1.29989903750826,5.52788429346873,6.82778333097699,0.956043956043956,1,TRUE,5.19696645313701,6.04615702658169,5.41643964390401,5.52788429346873,6.82778333097699,0.857142857142857,0.91566265060241,0.858520900321543,0.956043956043956,1
"8","Kcng1",4.86046511001493e-19,3.62721276866786e-21,-4.0918087511619,0.541710815019744,4.63351956618164,0.166666666666667,0.826366559485531,TRUE,2.67576643331254e-71,1.92501182252701e-73,-4.31001958162302,0.573490986969283,4.88351056859231,0.164835164835165,0.929359823399558,TRUE,0.541710815019744,4.12071007476333,4.63351956618164,0.573490986969283,4.88351056859231,0.166666666666667,0.72289156626506,0.826366559485531,0.164835164835165,0.929359823399558
"9","Kcng2",1,0.0127829671880276,-0.825255804793399,0.531462734043399,1.3567185388368,0.119047619047619,0.337620578778135,FALSE,8.85948094529108e-12,7.14474269781538e-14,-1.94991731518434,1.22014720079798,3.17006451598233,0.32967032967033,0.710816777041943,TRUE,0.531462734043399,1.68878494274522,1.3567185388368,1.22014720079798,3.17006451598233,0.119047619047619,0.385542168674699,0.337620578778135,0.32967032967033,0.710816777041943
"10","Kcnh1",2.70726503559945e-25,2.00538150785145e-27,4.87537582684912,6.98486212864537,2.10948630179625,0.952380952380952,0.472668810289389,TRUE,2.27932294551106e-10,1.88373797149674e-12,1.76704146009535,3.17497671367913,1.40793525358378,0.725274725274725,0.339955849889625,TRUE,6.98486212864537,4.11068551171385,2.10948630179625,3.17497671367913,1.40793525358378,0.952380952380952,0.795180722891566,0.472668810289389,0.725274725274725,0.339955849889625
"11","Kcnh5",8.89991033335552e-61,6.35707880953966e-63,5.29136029742869,5.97133696123454,0.679976663805852,0.928571428571429,0.234726688102894,TRUE,4.87455325214776e-33,3.63772630757295e-35,1.71868867262563,1.86530341269051,0.146614740064878,0.43956043956044,0.0463576158940397,FALSE,5.97133696123454,0.624471909758912,0.679976663805852,1.86530341269051,0.146614740064878,0.928571428571429,0.192771084337349,0.234726688102894,0.43956043956044,0.0463576158940397
"12","Kcnj11",1,0.0862680302400534,0.39583759517873,0.951358428014465,0.555520832835735,0.261904761904762,0.167202572347267,FALSE,2.31334119076637e-06,2.02924665856699e-08,1.20609221973587,2.57919143114711,1.37309921141124,0.659340659340659,0.408388520971302,TRUE,0.951358428014465,0.789256143823298,0.555520832835735,2.57919143114711,1.37309921141124,0.261904761904762,0.168674698795181,0.167202572347267,0.659340659340659,0.408388520971302
"13","Kcnj6",0.10008512052805,0.000855428380581628,-0.905395239569565,5.96157327524134,6.86696851481091,0.952380952380952,0.977491961414791,FALSE,2.62179012298198e-05,2.34088403837676e-07,-1.10764093944718,2.64525664365909,3.75289758310627,0.67032967032967,0.902869757174393,TRUE,5.96157327524134,6.1148080325895,6.86696851481091,2.64525664365909,3.75289758310627,0.952380952380952,0.927710843373494,0.977491961414791,0.67032967032967,0.902869757174393
"14","Kcnk10",2.36936352449965e-08,1.85106525351535e-10,-2.19834460908901,3.98872791041035,6.18707251949937,0.785714285714286,0.954983922829582,TRUE,1.27412457476976e-07,1.09838325411186e-09,-1.56583199141455,1.5465686351312,3.11240062654575,0.395604395604396,0.721854304635762,TRUE,3.98872791041035,5.52922958733107,6.18707251949937,1.5465686351312,3.11240062654575,0.785714285714286,0.91566265060241,0.954983922829582,0.395604395604396,0.721854304635762
"15","Kcnk13",0.00454964944611604,3.76004086455871e-05,1.7215699315944,3.77004165263247,2.04847172103807,0.738095238095238,0.456591639871383,TRUE,0.0683497620473139,0.000697446551503203,0.71021193214724,1.44126807590022,0.731056143752977,0.296703296703297,0.167770419426049,FALSE,3.77004165263247,1.3686634373649,2.04847172103807,1.44126807590022,0.731056143752977,0.738095238095238,0.301204819277108,0.456591639871383,0.296703296703297,0.167770419426049
"16","Kcnk2",2.33344319633772e-42,1.69090086691139e-44,4.26462110145719,5.07629586704026,0.811674765583061,0.880952380952381,0.279742765273312,TRUE,5.77588965021939e-136,4.12563546444242e-138,4.73798595615624,5.29966356082965,0.561677604673406,1,0.194260485651214,TRUE,5.07629586704026,0.929551230454439,0.811674765583061,5.29966356082965,0.561677604673406,0.880952380952381,0.253012048192771,0.279742765273312,1,0.194260485651214
"17","Kcnk3",0.262349195135724,0.00234240352799753,-1.11757563794856,1.31601631271937,2.43359195066793,0.357142857142857,0.588424437299035,FALSE,9.46136532088269e-13,7.50902009593864e-15,-1.71012522532844,0.921263947844442,2.63138917317288,0.274725274725275,0.71523178807947,TRUE,1.31601631271937,2.49325038033078,2.43359195066793,0.921263947844442,2.63138917317288,0.357142857142857,0.602409638554217,0.588424437299035,0.274725274725275,0.71523178807947
"18","Kcnk4",0.0232067697802791,0.000195014872103185,1.10589466951557,2.05925973427773,0.953365064762162,0.476190476190476,0.263665594855305,FALSE,9.26453828746345e-08,7.8513036334436e-10,1.29822242736172,2.78981551399534,1.49159308663362,0.692307692307692,0.448123620309051,TRUE,2.05925973427773,0.789278069033787,0.953365064762162,2.78981551399534,1.49159308663362,0.476190476190476,0.192771084337349,0.263665594855305,0.692307692307692,0.448123620309051
"19","Kcnk9",0.000558714843613943,4.50576486785438e-06,1.84610521217451,4.9882800232061,3.14217481103159,0.904761904761905,0.697749196141479,TRUE,1,0.0118668546996565,0.468934926285246,1.44333295716411,0.974398030878869,0.428571428571429,0.30242825607064,FALSE,4.9882800232061,2.77357815058439,3.14217481103159,1.44333295716411,0.974398030878869,0.904761904761905,0.590361445783133,0.697749196141479,0.428571428571429,0.30242825607064
"20","Kcnn1",0.371208228220855,0.00337462025655323,-1.02962137801929,0.483958992678134,1.51358037069742,0.142857142857143,0.366559485530547,FALSE,7.42027070651959e-05,6.80758780414641e-07,-1.27011906304917,0.902378711647614,2.17249777469679,0.208791208791209,0.516556291390728,TRUE,0.483958992678134,1.55998451876102,1.51358037069742,0.902378711647614,2.17249777469679,0.142857142857143,0.373493975903614,0.366559485530547,0.208791208791209,0.516556291390728
"21","Kcnn3",8.25344816776212e-10,6.34880628289394e-12,2.66195152530211,6.27350738990418,3.61155586460207,1,0.80064308681672,TRUE,5.2721409680439e-18,4.02453509010985e-20,1.54633912822595,2.04658254465972,0.500243416433771,0.571428571428571,0.161147902869757,TRUE,6.27350738990418,2.4680567557107,3.61155586460207,2.04658254465972,0.500243416433771,1,0.734939759036145,0.80064308681672,0.571428571428571,0.161147902869757
"22","Kcnv1",1,0.151843548186765,-0.53769889720422,0.831251694203964,1.36895059140818,0.166666666666667,0.292604501607717,FALSE,8.14017203377259e-11,6.61802604371756e-13,-2.25757078167972,0.973352598551191,3.23092338023091,0.197802197802198,0.609271523178808,TRUE,0.831251694203964,2.85740095333239,1.36895059140818,0.973352598551191,3.23092338023091,0.166666666666667,0.506024096385542,0.292604501607717,0.197802197802198,0.609271523178808
"23","Trpc3",1.20851980978242e-11,9.15545310441229e-14,3.34866158200241,5.99086306465889,2.64220148265647,0.952380952380952,0.520900321543408,TRUE,1.13742608918307e-16,8.8861413217427e-19,2.13931608651105,3.33595634331313,1.19664025680209,0.714285714285714,0.309050772626932,TRUE,5.99086306465889,1.84812822643724,2.64220148265647,3.33595634331313,1.19664025680209,0.952380952380952,0.44578313253012,0.520900321543408,0.714285714285714,0.309050772626932
"24","Trpc4",9.22049918456218e-28,6.77977881217807e-30,-3.19385274308235,4.53019233332052,7.72404507640287,0.80952380952381,0.993569131832797,TRUE,5.35096525212202e-40,3.90581405264381e-42,-3.32124771113421,1.88835299691079,5.209600708045,0.428571428571429,0.931567328918322,TRUE,4.53019233332052,7.09323671033466,7.72404507640287,1.88835299691079,5.209600708045,0.80952380952381,0.975903614457831,0.993569131832797,0.428571428571429,0.931567328918322
"25","Trpc5",4.6736724086874e-54,3.36235425085424e-56,-5.73479187953427,0.820643495108275,6.55543537464254,0.333333333333333,0.964630225080386,TRUE,5.35303606344707e-69,3.87901164017904e-71,-4.27910963950249,0.373083491704956,4.65219313120745,0.120879120879121,0.924944812362031,TRUE,0.820643495108275,5.74193893973271,6.55543537464254,0.373083491704956,4.65219313120745,0.333333333333333,0.903614457831325,0.964630225080386,0.120879120879121,0.924944812362031
"26","Trpc7",1,0.782909188928435,-0.0913736353479973,0.870141839364223,0.96151547471222,0.166666666666667,0.218649517684887,FALSE,7.62876395749977e-19,5.77936663446952e-21,1.78198223236044,2.31610330705523,0.534121074694795,0.505494505494505,0.139072847682119,TRUE,0.870141839364223,1.24044093847405,0.96151547471222,2.31610330705523,0.534121074694795,0.166666666666667,0.27710843373494,0.218649517684887,0.505494505494505,0.139072847682119
"27","Trpm4",1,0.489653848297554,0.26081325404768,2.91128520634711,2.65047195229943,0.738095238095238,0.646302250803859,FALSE,7.94071068851773e-09,6.61725890709811e-11,-1.53511192264098,1.22690463378735,2.76201655642833,0.32967032967033,0.686534216335541,TRUE,2.91128520634711,2.89676011856262,2.65047195229943,1.22690463378735,2.76201655642833,0.738095238095238,0.626506024096386,0.646302250803859,0.32967032967033,0.686534216335541
"28","Trpv6",2.22402558362034e-08,1.72405084001577e-10,2.60144995673485,4.62478136734842,2.02333141061357,0.761904761904762,0.47588424437299,TRUE,4.44529950318124e-38,3.29281444680092e-40,2.4739926095582,3.05809748375585,0.58410487419765,0.681318681318681,0.205298013245033,TRUE,4.62478136734842,2.01335065641012,2.02333141061357,3.05809748375585,0.58410487419765,0.761904761904762,0.44578313253012,0.47588424437299,0.681318681318681,0.205298013245033
